Job Title,Company Name,Study Level,Experience Level,Contract Type,Region,Skills,Posting Date,Job Link,Disponibilité,Langues,Salary,Mobility
Accountant,Watson LLC,Bac+4,Moins d'un an,Fonction publique,Médenine,"Data Analysis, Project Management, SQL",2025-06-02,https://fakejobsite.com/job/19,In 3 months,Arabic,1294,On-site
Teacher,Mccoy Ltd,Bac+4,Moins d'un an,Temps partiel,Tozeur,"Project Management, Communication, Data Analysis, Python",2026-03-05,https://fakejobsite.com/job/20,In 1 month,"French, English, Arabic",1141,On-site
Data Scientist,Nichols and Sons,Bac,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,DAKAR,"Python, SQL, Data Analysis",2026-01-26,https://fakejobsite.com/job/21,In 1 month,"Arabic, French",1501,On-site
Data Scientist,"Giles, Nelson and Davis",Expert Recherche,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Unspecified,Sidi Bouzid,"Machine Learning, Python, Java, Leadership, Data Analysis",2024-06-11,https://fakejobsite.com/job/22,In 1 month,"French, Arabic",1233,On-site
Accountant,Watson LLC,et plus,Débutant < 2 ans,Statutaire,Médenine,"Leadership, Project Management, Communication",2025-06-27,https://fakejobsite.com/job/23,Immediate,"Arabic, English, French",1005,On-site
Teacher,"Giles, Nelson and Davis",Expert Recherche,"Etudiant, jeune diplômé - Débutant < 2 ans",Unspecified,Le Kef,"Data Analysis, Leadership, Java, Communication, SQL",2024-09-28,https://fakejobsite.com/job/24,In 1 month,"French, Arabic",1442,Remote
Project Manager,Goodwin Group,Bac+3,Expérience > 10 ans,CDD,Tozeur,"SQL, Data Analysis, Java, Communication, Project Management",2025-08-09,https://fakejobsite.com/job/25,In 3 months,English,1749,On-site
Software Engineer,Murphy-Jordan,Formations professionnelles,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Alternance,Sousse,"Python, SQL",2024-08-12,https://fakejobsite.com/job/26,In 3 months,"French, Arabic, English",1054,On-site
Teacher,Goodwin Group,Doctorat,Expérience entre 2 ans et 5 ans,Statutaire,Sidi Bouzid,"Data Analysis, Communication",2026-08-19,https://fakejobsite.com/job/27,In 1 month,"English, Arabic",1492,Hybrid
Accountant,Murphy-Jordan,Qualification avant bac,"Etudiant, jeune diplômé & Débutant < 2 ans",Statutaire,Nabeul,"SQL, Machine Learning, Python",2026-02-08,https://fakejobsite.com/job/28,In 1 month,"Arabic, English, French",1096,Remote
Data Scientist,Walker-Thomas,Secondaire,Entre 5 et 10 ans,Indépendant-Freelance,Gafsa,"SQL, Machine Learning, Project Management, Leadership, Data Analysis",2025-06-13,https://fakejobsite.com/job/29,In 1 month,"Arabic, English, French",1084,Remote
Project Manager,Walker-Thomas,Bac+2,Entre 1 et 2 ans,CDD,Abidjan,"Java, Communication",2024-01-22,https://fakejobsite.com/job/30,In 3 months,"French, Arabic",1160,Remote
Teacher,"Thompson, Wheeler and Dunn",Bac+5,"Etudiant, jeune diplômé & Débutant < 2 ans",CDD,Siliana,"Communication, Python, Data Analysis, Project Management",2024-09-25,https://fakejobsite.com/job/31,In 3 months,"French, Arabic",1457,Remote
Software Engineer,Mccoy Ltd,Secondaire,Expérience entre 2 ans et 5 ans,Stage-PFE,Gabes,"Leadership, Python, Communication",2025-01-08,https://fakejobsite.com/job/32,Immediate,"Arabic, English, French",1559,On-site
Software Engineer,Mccoy Ltd,Formations professionnelles,Entre 1 et 2 ans,SIVP,Tataouine,"Data Analysis, Machine Learning, Python, Leadership",2026-05-23,https://fakejobsite.com/job/33,Immediate,"French, English",1330,On-site
Nurse,Bradley-Charles,Secondaire,"Etudiant, jeune diplômé et plus",Unspecified,International,"Data Analysis, Leadership, Java",2024-03-31,https://fakejobsite.com/job/34,Immediate,"English, Arabic",837,Hybrid
Nurse,"Thompson, Wheeler and Dunn",et plus,"Etudiant, jeune diplômé",Stage,Médenine,"Communication, Project Management",2024-05-21,https://fakejobsite.com/job/35,In 3 months,"English, Arabic",1317,Hybrid
Marketing Manager,Durham LLC,Primaire,Débutant < 2 ans,SIVP,Sousse,"Java, Data Analysis",2026-07-10,https://fakejobsite.com/job/36,Immediate,"French, Arabic, English",642,Remote
Accountant,Reed-Villarreal,Bac,Aucune expérience,Fonction publique,Sousse,"Project Management, Python, Java, Machine Learning",2025-10-25,https://fakejobsite.com/job/37,In 1 month,"French, Arabic",1047,Hybrid
Teacher,"Atkins, Perkins and Christian",Bac+4,Entre 1 et 2 ans,Alternance,Le Kef,"Java, Communication",2026-09-18,https://fakejobsite.com/job/38,In 1 month,"Arabic, French",1380,Hybrid
Teacher,Bradley-Charles,Bac+3,"Etudiant, jeune diplômé & Débutant < 2 ans",Statutaire,Bizerte,"Java, SQL, Machine Learning, Leadership, Communication",2026-05-16,https://fakejobsite.com/job/39,In 3 months,"French, Arabic, English",684,Remote
Marketing Manager,"Anderson, Cunningham and Dunn",Expert Recherche,Entre 5 et 10 ans,Stage-PFE,Tozeur,"Data Analysis, Leadership, Machine Learning, Communication, Project Management",2025-12-19,https://fakejobsite.com/job/40,Immediate,"Arabic, English, French",1572,Remote
Data Scientist,Jackson-Richards,Qualification avant bac,Aucune expérience,Alternance,Monastir,"Project Management, Communication, Data Analysis",2024-09-05,https://fakejobsite.com/job/41,In 1 month,Arabic,786,Hybrid
Data Scientist,Copeland-Brown,et plus,Moins d'un an,Statutaire,DAKAR,"Communication, Project Management, Machine Learning, SQL, Python",2024-11-21,https://fakejobsite.com/job/42,In 3 months,"Arabic, English",910,On-site
Marketing Manager,"Craig, Morrow and Edwards",Bac,"Etudiant, jeune diplômé",Fonction publique,Gabes,"Project Management, Python, Data Analysis",2024-11-14,https://fakejobsite.com/job/43,Immediate,"French, English, Arabic",1509,Hybrid
Data Scientist,Thomas-Howard,Primaire,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,SIVP,DAKAR,"Project Management, Machine Learning",2025-12-05,https://fakejobsite.com/job/44,In 1 month,Arabic,936,Hybrid
Nurse,Copeland-Brown,Bac+5,"Etudiant, jeune diplômé - Débutant < 2 ans",CDD,Médenine,"Python, Leadership, Communication",2026-06-22,https://fakejobsite.com/job/45,Immediate,"English, French, Arabic",1167,On-site
Teacher,Carroll-Davis,Bac+3,Expérience entre 5 ans et 10 ans,Intérim,Sfax,"Project Management, Python",2024-04-05,https://fakejobsite.com/job/46,In 3 months,"Arabic, French, English",1846,On-site
Marketing Manager,"Anderson, Cunningham and Dunn",et plus,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Unspecified,Monastir,"Communication, Python",2024-11-23,https://fakejobsite.com/job/47,Immediate,"Arabic, French",1271,Remote
Teacher,Nichols and Sons,Primaire,Entre 1 et 2 ans,Intérim,Médenine,"Machine Learning, Communication, Project Management",2024-02-07,https://fakejobsite.com/job/48,In 3 months,"French, Arabic, English",1064,Remote
Software Engineer,Nichols and Sons,Qualification avant bac,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Temps partiel,TRIPOLI,"Data Analysis, Communication, Machine Learning",2025-10-29,https://fakejobsite.com/job/49,Immediate,"French, Arabic",1391,Hybrid
Nurse,Watson LLC,Bac+4,Expérience entre 2 ans et 5 ans et plus,Saisonnier,Le Kef,"Project Management, SQL, Leadership, Communication, Java",2024-07-20,https://fakejobsite.com/job/50,In 1 month,"Arabic, French, English",1356,On-site
Project Manager,"Giles, Nelson and Davis",Bac+4,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Indépendant-Freelance,DAKAR,"Java, Communication",2024-10-29,https://fakejobsite.com/job/51,In 3 months,"French, Arabic",610,Remote
Nurse,Thomas-Howard,et plus,Entre 2 et 5 ans,Stage,Tataouine,"Communication, Project Management, SQL, Leadership, Python",2024-08-09,https://fakejobsite.com/job/52,In 3 months,"French, Arabic",967,Hybrid
Marketing Manager,Murphy-Jordan,Bac+4,Plus que 10 ans,Fonction publique,Médenine,"Python, Project Management",2024-01-31,https://fakejobsite.com/job/53,In 3 months,"English, French",1055,On-site
Project Manager,"Atkins, Perkins and Christian",Bac,Plus que 10 ans,Indépendant-Freelance,Gafsa,"Java, Leadership, SQL, Communication",2025-08-17,https://fakejobsite.com/job/54,Immediate,Arabic,1280,Hybrid
Software Engineer,Goodwin Group,Bac,"Etudiant, jeune diplômé - Débutant < 2 ans",Temps partiel,Sfax,"Data Analysis, Project Management, Java, Leadership, SQL",2024-08-14,https://fakejobsite.com/job/55,Immediate,Arabic,465,Remote
Marketing Manager,Thomas-Howard,Expert Recherche,Expérience > 10 ans,Temps partiel,Tataouine,"Java, Project Management, Machine Learning",2024-11-11,https://fakejobsite.com/job/56,In 1 month,"English, Arabic",3648,Remote
Accountant,Walker-Thomas,et plus,"Etudiant, jeune diplômé et plus",Stage,Bizerte,"Python, Communication",2026-09-09,https://fakejobsite.com/job/57,In 3 months,"French, Arabic",1232,On-site
Teacher,"Palmer, Howard and Cook",Expert Recherche,Entre 1 et 2 ans,Statutaire,Bizerte,"Java, SQL",2025-07-03,https://fakejobsite.com/job/58,In 3 months,"English, French, Arabic",1592,Hybrid
Software Engineer,Nichols and Sons,et plus,Expérience entre 2 ans et 5 ans,Indépendant-Freelance,DAKAR,"Data Analysis, Project Management, SQL",2024-09-18,https://fakejobsite.com/job/59,Immediate,"English, French, Arabic",1674,On-site
Teacher,Nichols and Sons,Bac+5,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,SIVP,Tozeur,"Project Management, SQL, Leadership, Python, Java",2026-09-03,https://fakejobsite.com/job/60,Immediate,"English, Arabic, French",2191,Remote
Data Scientist,Copeland-Brown,et plus,"Etudiant, jeune diplômé",Stage,Kairouan,"Python, Project Management, Data Analysis, SQL, Communication",2024-05-16,https://fakejobsite.com/job/61,In 1 month,"English, Arabic, French",1317,Remote
Accountant,Copeland-Brown,Qualification avant bac,"Etudiant, jeune diplômé et plus",Temps partiel,Abidjan,"Leadership, Java, SQL, Data Analysis, Communication",2025-05-05,https://fakejobsite.com/job/62,In 1 month,"English, Arabic, French",1337,Hybrid
Accountant,"Craig, Morrow and Edwards",Formations professionnelles,Entre 2 et 5 ans,SIVP,Gabes,"Python, Communication",2025-09-19,https://fakejobsite.com/job/63,Immediate,"English, French",1132,Hybrid
Software Engineer,Carroll-Davis,Bac+3,Débutant < 2 ans et plus,CDD,Sidi Bouzid,"Python, Leadership, Machine Learning, Project Management",2024-12-11,https://fakejobsite.com/job/64,In 3 months,"French, English, Arabic",1171,Hybrid
Accountant,Copeland-Brown,Bac+1,"Etudiant, jeune diplômé & Débutant < 2 ans",Stage-PFE,Siliana,"Python, Machine Learning, Leadership",2025-11-17,https://fakejobsite.com/job/65,In 1 month,French,981,On-site
Project Manager,Mccoy Ltd,Bac+1,Expérience > 10 ans,SIVP,Monastir,"Java, Machine Learning, Python",2024-06-21,https://fakejobsite.com/job/66,Immediate,"Arabic, English, French",1340,Hybrid
Accountant,Howard-Moss,Primaire,"Etudiant, jeune diplômé",Statutaire,TRIPOLI,"SQL, Python, Machine Learning",2025-07-30,https://fakejobsite.com/job/67,Immediate,French,928,Hybrid
Teacher,Walker-Thomas,Bac+4,Entre 2 et 5 ans,Intérim,Nabeul,"Python, Machine Learning, Leadership",2025-02-09,https://fakejobsite.com/job/68,In 3 months,English,838,Remote
Teacher,Nichols and Sons,Bac+3,Entre 2 et 5 ans,Indépendant-Freelance,Gafsa,"Communication, Data Analysis, Java, SQL, Leadership",2026-05-17,https://fakejobsite.com/job/69,Immediate,"Arabic, French, English",1189,Remote
Marketing Manager,Copeland-Brown,Secondaire,Débutant < 2 ans et plus,Statutaire,Médenine,"SQL, Java, Communication, Data Analysis",2025-05-04,https://fakejobsite.com/job/70,Immediate,"English, French",678,Hybrid
Teacher,Watson LLC,Formations professionnelles,Débutant < 2 ans,Saisonnier,Médenine,"Communication, SQL, Python, Leadership, Project Management",2024-10-14,https://fakejobsite.com/job/71,In 1 month,"Arabic, English",918,Hybrid
Marketing Manager,Nichols and Sons,Bac,Expérience entre 5 ans et 10 ans,Unspecified,Abidjan,"Java, Machine Learning",2025-12-18,https://fakejobsite.com/job/72,Immediate,"French, Arabic",1718,Remote
Teacher,Carroll-Davis,Doctorat,Débutant < 2 ans,CDI,Tataouine,"Machine Learning, Java, Data Analysis",2026-08-29,https://fakejobsite.com/job/73,Immediate,"English, French, Arabic",1273,Hybrid
Project Manager,"Thompson, Wheeler and Dunn",Bac+2,Débutant < 2 ans et plus,Temps partiel,Sidi Bouzid,"Project Management, Data Analysis",2025-09-26,https://fakejobsite.com/job/74,In 1 month,French,969,On-site
Marketing Manager,Reed-Villarreal,Bac+5,"Etudiant, jeune diplômé et plus",Unspecified,Abidjan,"Data Analysis, Project Management, Machine Learning, Leadership",2025-06-24,https://fakejobsite.com/job/75,In 3 months,"Arabic, French, English",2429,On-site
Nurse,Walker-Thomas,Bac+4,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Unspecified,Tataouine,"Machine Learning, Communication",2024-02-04,https://fakejobsite.com/job/76,In 3 months,"Arabic, French, English",1584,On-site
Data Scientist,Mccoy Ltd,Bac+4,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Stage,Médenine,"Data Analysis, Leadership",2024-02-29,https://fakejobsite.com/job/77,In 1 month,French,867,Hybrid
Software Engineer,Nichols and Sons,Qualification avant bac,Débutant < 2 ans et plus,Fonction publique,Tozeur,"Java, Communication",2025-09-20,https://fakejobsite.com/job/78,In 1 month,"French, English",1158,Remote
Teacher,Bradley-Charles,Bac+4,Moins d'un an,Saisonnier,Kairouan,"Machine Learning, Data Analysis, Leadership",2025-05-24,https://fakejobsite.com/job/79,In 3 months,"Arabic, French, English",1042,Hybrid
Accountant,Durham LLC,Bac,Débutant < 2 ans et plus,Intérim,Bizerte,"Communication, Java, Leadership",2024-01-15,https://fakejobsite.com/job/80,In 3 months,French,888,Hybrid
Teacher,Howard-Moss,Bac,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,SIVP,Tataouine,"Leadership, Data Analysis, Python, Communication",2026-08-16,https://fakejobsite.com/job/81,In 3 months,"Arabic, English",803,Remote
Accountant,Thomas-Howard,Bac+2,Débutant < 2 ans et plus,Stage-PFE,Zaghouan,"Machine Learning, Python, SQL, Data Analysis, Java",2025-10-14,https://fakejobsite.com/job/82,In 3 months,"French, Arabic",1208,Remote
Data Scientist,Howard-Moss,et plus,Moins d'un an,Statutaire,Zaghouan,"Data Analysis, Communication, Project Management, Machine Learning",2025-10-02,https://fakejobsite.com/job/83,In 3 months,"Arabic, French",929,Remote
Data Scientist,Jackson-Richards,Secondaire,Moins d'un an,CDD,Sidi Bouzid,"Python, Leadership, SQL, Java, Communication",2024-11-08,https://fakejobsite.com/job/84,In 1 month,"French, English, Arabic",1341,On-site
Data Scientist,Thomas-Howard,Bac+3,Plus que 10 ans,CDI,Monastir,"Data Analysis, Project Management, Java, Python",2024-11-12,https://fakejobsite.com/job/85,Immediate,"Arabic, English, French",1483,Hybrid
Accountant,Carroll-Davis,Bac+4,"Etudiant, jeune diplômé",Alternance,Sidi Bouzid,"Communication, SQL, Python, Data Analysis",2024-01-23,https://fakejobsite.com/job/86,In 3 months,"Arabic, French, English",1587,Remote
Teacher,"Palmer, Howard and Cook",Bac+1,"Etudiant, jeune diplômé - Débutant < 2 ans",Saisonnier,DAKAR,"Project Management, Communication, Python",2024-12-23,https://fakejobsite.com/job/87,In 3 months,"English, French",886,Hybrid
Data Scientist,Murphy-Jordan,Expert Recherche,Aucune expérience,Unspecified,Tunis,"SQL, Machine Learning, Communication, Java",2026-01-25,https://fakejobsite.com/job/88,Immediate,French,1638,On-site
Project Manager,Durham LLC,Qualification avant bac,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Stage-PFE,Ariana,"Data Analysis, SQL, Java",2025-10-19,https://fakejobsite.com/job/89,Immediate,Arabic,1258,On-site
Marketing Manager,Walker-Thomas,Qualification avant bac,Débutant < 2 ans,Alternance,Gabes,"Python, Java, Communication, Data Analysis, Project Management",2025-03-12,https://fakejobsite.com/job/90,Immediate,"Arabic, English, French",785,Remote
Accountant,"Anderson, Cunningham and Dunn",Bac+1,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,Tunis,"Machine Learning, Java, Communication",2025-03-20,https://fakejobsite.com/job/91,Immediate,"French, Arabic, English",1088,Remote
Accountant,Carroll-Davis,Primaire,Expérience entre 2 ans et 5 ans et plus,Fonction publique,International,"SQL, Leadership",2026-01-16,https://fakejobsite.com/job/92,Immediate,"Arabic, French, English",1502,Hybrid
Teacher,"Thompson, Wheeler and Dunn",Bac+1,Plus que 10 ans,Fonction publique,Ben Arous,"Leadership, Java",2025-08-27,https://fakejobsite.com/job/93,Immediate,English,1156,Remote
Accountant,Nichols and Sons,Formations professionnelles,Entre 2 et 5 ans,Indépendant-Freelance,Kairouan,"Leadership, Data Analysis, SQL",2024-12-10,https://fakejobsite.com/job/94,In 1 month,"French, Arabic, English",1258,Hybrid
Accountant,Murphy-Jordan,Primaire,"Etudiant, jeune diplômé",CDI,Sidi Bouzid,"Project Management, Python, Communication",2024-06-08,https://fakejobsite.com/job/95,Immediate,"English, Arabic, French",894,Remote
Data Scientist,Nichols and Sons,Doctorat,Entre 5 et 10 ans,CDI,Sidi Bouzid,"SQL, Data Analysis, Leadership",2026-03-03,https://fakejobsite.com/job/96,Immediate,"Arabic, English, French",1113,Hybrid
Teacher,"Craig, Morrow and Edwards",Expert Recherche,Expérience entre 2 ans et 5 ans,Alternance,Abidjan,"Machine Learning, Data Analysis",2025-10-05,https://fakejobsite.com/job/97,In 1 month,"English, Arabic",1608,Hybrid
Data Scientist,Nichols and Sons,Qualification avant bac,Expérience entre 5 ans et 10 ans,Stage-PFE,International,"Communication, Python, SQL, Data Analysis, Java",2024-01-24,https://fakejobsite.com/job/98,Immediate,"Arabic, French, English",1603,Hybrid
Marketing Manager,Goodwin Group,Bac+1,Entre 5 et 10 ans,Statutaire,Siliana,"Python, Leadership, Machine Learning, Project Management",2025-07-23,https://fakejobsite.com/job/99,In 3 months,English,833,Hybrid
Marketing Manager,Goodwin Group,Doctorat,Aucune expérience,Stage,Gafsa,"Communication, Project Management, Machine Learning, Leadership",2024-12-24,https://fakejobsite.com/job/100,In 3 months,"French, Arabic",1229,On-site
Data Scientist,Thomas-Howard,et plus,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Alternance,Gafsa,"SQL, Machine Learning",2025-10-12,https://fakejobsite.com/job/101,Immediate,"Arabic, English",677,Hybrid
Marketing Manager,Jackson-Richards,Bac+5,Aucune expérience,CDD,Abidjan,"Machine Learning, Python, Communication",2024-01-29,https://fakejobsite.com/job/102,In 1 month,"French, Arabic",852,Remote
Teacher,Mccoy Ltd,Bac+3,Entre 5 et 10 ans,Unspecified,TRIPOLI,"Python, Machine Learning, SQL, Java, Data Analysis",2026-01-03,https://fakejobsite.com/job/103,In 3 months,"Arabic, French, English",1394,On-site
Software Engineer,Durham LLC,Doctorat,Expérience entre 5 ans et 10 ans,Fonction publique,Abidjan,"Java, Communication, Data Analysis, Machine Learning, SQL",2024-08-10,https://fakejobsite.com/job/104,In 1 month,"French, English, Arabic",2626,On-site
Data Scientist,"Anderson, Cunningham and Dunn",Formations professionnelles,Expérience > 10 ans,Unspecified,Le Kef,"Machine Learning, Leadership",2025-06-16,https://fakejobsite.com/job/105,In 3 months,"English, Arabic, French",1503,Hybrid
Project Manager,Bradley-Charles,Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Fonction publique,Tunis,"SQL, Data Analysis, Project Management, Leadership",2026-09-07,https://fakejobsite.com/job/106,Immediate,French,1116,On-site
Project Manager,Reed-Villarreal,Bac+1,Entre 2 et 5 ans,Indépendant-Freelance,Tataouine,"Project Management, Leadership, Communication",2025-07-29,https://fakejobsite.com/job/107,In 1 month,"Arabic, English",843,Hybrid
Accountant,"Palmer, Howard and Cook",Secondaire,Débutant < 2 ans et plus,Statutaire,Médenine,"Data Analysis, Machine Learning, SQL, Leadership, Project Management",2026-04-13,https://fakejobsite.com/job/108,In 1 month,"Arabic, English",1006,Remote
Marketing Manager,"Craig, Morrow and Edwards",et plus,Expérience entre 2 ans et 5 ans et plus,CDD,International,"Machine Learning, Data Analysis",2025-09-15,https://fakejobsite.com/job/109,In 1 month,"English, Arabic, French",1261,Hybrid
Project Manager,Carroll-Davis,Doctorat,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Fonction publique,Kairouan,"SQL, Leadership, Machine Learning",2026-03-29,https://fakejobsite.com/job/110,In 3 months,English,1864,On-site
Accountant,Reed-Villarreal,Expert Recherche,"Etudiant, jeune diplômé - Débutant < 2 ans",Alternance,Ben Arous,"Leadership, Project Management, SQL, Java",2025-01-01,https://fakejobsite.com/job/111,In 3 months,"Arabic, English, French",1366,Remote
Software Engineer,Bradley-Charles,Bac+1,"Etudiant, jeune diplômé et plus",CDD,Sidi Bouzid,"Data Analysis, Communication, Python, Leadership, Machine Learning",2026-06-04,https://fakejobsite.com/job/112,In 3 months,"Arabic, English",811,Hybrid
Teacher,"Atkins, Perkins and Christian",Bac+4,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Alternance,TRIPOLI,"Project Management, Communication",2025-01-23,https://fakejobsite.com/job/113,Immediate,"English, Arabic",1283,Remote
Teacher,Reed-Villarreal,Bac,Entre 5 et 10 ans,Stage,Nabeul,"Project Management, SQL, Java, Communication",2026-09-05,https://fakejobsite.com/job/114,In 3 months,"English, French, Arabic",938,Remote
Teacher,Reed-Villarreal,Doctorat,Expérience entre 2 ans et 5 ans et plus,Stage,Sousse,"Python, Java",2024-08-18,https://fakejobsite.com/job/115,Immediate,"French, English, Arabic",1358,On-site
Project Manager,"Giles, Nelson and Davis",Expert Recherche,Débutant < 2 ans,Unspecified,Gafsa,"Java, Project Management, SQL, Machine Learning, Leadership",2025-12-03,https://fakejobsite.com/job/116,In 1 month,French,1603,Remote
Software Engineer,Murphy-Jordan,Formations professionnelles,"Etudiant, jeune diplômé",Fonction publique,Gafsa,"Leadership, Project Management, Java, Communication, Python",2026-08-24,https://fakejobsite.com/job/117,In 1 month,"English, Arabic, French",1306,On-site
Project Manager,Watson LLC,Bac+5,Entre 5 et 10 ans,Fonction publique,Sfax,"SQL, Java",2025-07-24,https://fakejobsite.com/job/118,Immediate,English,1481,Remote
Marketing Manager,"Anderson, Cunningham and Dunn",Bac+4,Entre 1 et 2 ans,Stage-PFE,Bizerte,"Leadership, Python, Machine Learning",2024-09-20,https://fakejobsite.com/job/119,In 3 months,"French, Arabic, English",860,Hybrid
Project Manager,Walker-Thomas,Bac+5,"Etudiant, jeune diplômé & Débutant < 2 ans",Stage,Siliana,"Java, Project Management, Leadership",2026-01-04,https://fakejobsite.com/job/120,Immediate,"Arabic, English",1498,Remote
Software Engineer,Mccoy Ltd,Bac+1,Plus que 10 ans,Statutaire,Nabeul,"Communication, SQL, Project Management, Machine Learning, Leadership",2026-09-21,https://fakejobsite.com/job/121,In 1 month,French,1365,Hybrid
Software Engineer,Goodwin Group,Bac,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Statutaire,Sfax,"Data Analysis, Communication, Project Management, SQL, Leadership",2025-09-24,https://fakejobsite.com/job/122,In 1 month,"French, English",1056,Hybrid
Marketing Manager,Bradley-Charles,Doctorat,Plus que 10 ans,Saisonnier,Gabes,"Machine Learning, SQL, Leadership",2025-08-20,https://fakejobsite.com/job/123,Immediate,Arabic,2012,Remote
Software Engineer,Murphy-Jordan,Doctorat,"Etudiant, jeune diplômé & Débutant < 2 ans",Saisonnier,Sidi Bouzid,"Project Management, Data Analysis, Leadership, Python, SQL",2025-05-07,https://fakejobsite.com/job/124,In 3 months,Arabic,1992,Hybrid
